Age,Gender,Height,Weight,BMI,Calories,WorkoutDuration,Steps,SleepHours,WaterIntake,ActivityLevel,FatLoss,WeightLoss
18,Male,182.0,61.3,18.5,2436,53,10462,5.6,1.8,High,5.6,6.3
31,Female,170.1,84.0,29.04,2457,28,10073,7.7,2.7,Moderate,4.93,5.89
23,Male,198.8,86.6,21.91,2191,64,13914,5.2,3.0,Low,6.17,6.73
37,Male,159.9,100.2,39.17,2253,0,13815,7.1,2.7,High,4.59,4.9
59,Male,156.4,65.8,26.88,1674,36,8546,4.4,2.9,High,6.66,6.68
25,Male,173.9,66.0,21.81,2992,47,11581,6.6,4.0,Moderate,5.13,6.01
18,Male,178.0,91.6,28.9,2131,82,8914,6.4,2.4,Low,6.71,6.96
23,Other,173.4,70.7,23.5,1813,47,6504,8.4,3.3,Moderate,6.62,8.11
42,Other,179.6,69.9,21.67,2572,50,7026,9.0,3.1,Low,3.96,4.17
31,Other,171.8,100.6,34.06,2355,55,10236,9.0,2.7,High,6.75,7.71
41,Male,168.4,53.3,18.79,2120,80,22307,8.4,3.3,Moderate,8.2,9.25
19,Male,169.7,115.0,39.96,2067,34,12084,7.1,1.9,Low,5.37,5.5
33,Male,172.4,67.0,22.53,2297,5,8862,7.5,1.7,Low,3.99,4.44
37,Male,180.7,93.6,28.65,2972,0,9693,7.5,3.0,Low,3.33,3.85
38,Male,170.1,76.0,26.28,2534,63,9662,5.6,1.1,High,5.61,7.43
44,Male,171.7,82.9,28.12,2282,51,7683,8.4,3.1,Low,5.43,5.94
55,Male,178.6,73.3,22.98,2726,37,10647,7.8,1.6,Moderate,4.7,4.91
40,Male,172.4,93.4,31.43,2313,28,7455,7.9,4.0,Moderate,5.63,6.4
58,Male,182.9,71.7,21.44,2500,50,4459,4.3,2.2,Moderate,4.85,5.08
43,Female,158.9,67.7,26.82,2375,50,9685,7.5,3.9,Moderate,7.14,7.72
30,Male,164.9,110.6,40.68,2594,58,10153,8.2,2.4,Low,6.07,6.51
28,Female,153.2,78.5,33.45,2077,13,7489,7.0,2.4,Low,4.56,5.34
33,Male,177.2,65.8,20.96,1730,0,9084,6.4,3.4,Low,3.52,3.92
46,Female,151.6,51.2,22.27,2753,19,11363,5.4,2.9,High,4.15,4.51
29,Male,184.7,111.6,32.69,3052,7,7818,5.3,2.5,Moderate,3.21,4.19
61,Female,164.9,68.1,25.02,1754,5,6435,7.2,2.2,Low,4.29,4.99
41,Male,169.0,115.1,40.32,2389,88,5517,6.7,2.2,Moderate,5.87,6.48
59,Male,185.9,85.2,24.65,2075,0,7111,6.7,4.7,Low,3.41,3.41
50,Female,167.3,80.6,28.78,2741,58,13372,8.8,1.1,Moderate,5.56,6.38
34,Male,182.6,81.1,24.31,2423,70,7305,5.5,1.5,Low,4.8,5.24
28,Male,167.1,117.9,42.2,3963,72,9258,6.6,3.7,High,5.77,6.47
53,Female,166.9,45.0,16.16,2149,52,6864,9.0,3.6,Moderate,6.04,6.04
33,Male,166.3,81.9,29.6,3068,81,6564,6.6,1.8,Moderate,5.17,5.87
29,Female,166.8,73.2,26.32,3117,94,4922,7.1,1.0,Low,4.63,5.29
62,Female,150.3,74.2,32.84,2566,36,8350,6.8,3.7,Low,4.06,4.58
41,Male,172.3,80.7,27.18,2318,57,6190,7.8,1.7,Low,5.1,5.39
20,Male,188.6,73.2,20.57,2347,80,12457,4.5,2.2,High,6.26,7.27
41,Male,173.1,81.4,27.15,2305,20,7623,6.8,2.7,High,4.69,5.03
40,Female,153.9,77.6,32.75,2866,38,7844,7.1,1.6,Low,4.54,5.46
59,Male,170.9,54.4,18.61,1863,27,7369,5.8,3.4,High,4.76,5.73
52,Male,185.9,84.9,24.55,2219,57,9298,7.4,2.6,Moderate,6.94,7.25
27,Male,161.0,90.9,35.07,2158,0,13218,7.9,1.8,High,5.61,6.47
25,Female,151.5,68.2,29.75,1436,85,4360,7.5,1.9,High,8.5,8.95
46,Female,165.7,111.6,40.66,2729,59,8972,9.1,3.8,High,6.58,7.4
20,Female,148.1,102.0,46.55,2831,61,2509,6.5,2.3,Moderate,4.67,4.94
33,Female,154.7,93.2,38.92,1982,0,12281,7.6,3.2,Moderate,4.99,5.55
24,Female,158.0,93.0,37.26,2815,15,7621,7.6,2.6,Moderate,5.25,5.88
18,Female,167.6,78.5,27.96,1508,86,2767,6.7,1.0,Low,6.76,7.35
62,Female,171.1,98.5,33.67,2311,40,3534,8.4,3.3,Moderate,5.74,6.48
22,Female,169.7,106.3,36.89,2236,0,10848,7.3,3.6,High,5.53,5.84
18,Male,180.4,92.5,28.42,2343,51,2173,5.6,4.3,Low,4.58,4.99
62,Female,145.0,67.7,32.21,2341,64,8974,7.9,0.9,Moderate,6.76,7.61
27,Female,164.7,77.3,28.48,2261,59,6500,6.4,0.8,Low,4.57,5.03
57,Male,179.7,88.3,27.34,2106,40,7318,6.6,3.2,Moderate,6.42,6.84
19,Male,165.0,93.1,34.2,2245,76,5641,6.7,2.1,Low,5.43,5.74
25,Male,177.7,76.6,24.27,2981,25,4665,7.9,1.3,High,4.35,4.78
23,Female,153.7,67.8,28.71,2010,60,6293,8.3,2.7,High,7.7,7.94
51,Male,171.8,106.5,36.09,3427,48,10001,6.8,2.2,Low,4.75,5.6
47,Female,175.5,58.7,19.05,1982,41,6975,6.7,1.5,Low,4.76,5.2
40,Male,174.8,61.1,19.98,2420,34,9474,4.5,2.5,Low,3.47,3.69
29,Female,154.0,54.1,22.83,2585,35,7152,6.1,3.1,Low,3.35,3.88
22,Male,163.3,61.0,22.87,2154,45,10139,5.9,2.8,Moderate,5.98,6.09
45,Female,159.0,100.5,39.74,2991,36,9452,7.4,2.8,Low,4.44,4.74
29,Female,153.7,101.1,42.76,2572,65,6107,6.9,3.0,Moderate,5.24,6.32
46,Male,176.6,76.7,24.59,2197,29,4662,5.9,1.1,Low,4.28,4.5
50,Male,178.8,86.9,27.19,2985,88,11344,7.2,2.6,Low,6.25,6.8
58,Male,173.1,77.8,25.96,1792,28,5153,6.9,2.8,High,5.55,6.93
41,Male,181.1,56.5,17.23,2017,70,9752,4.0,2.3,High,6.6,7.29
18,Female,176.3,117.9,37.93,2581,71,8108,8.3,1.9,Low,5.61,6.03
31,Female,161.8,102.7,39.23,2700,49,6379,8.2,1.9,Moderate,5.0,5.0
58,Female,171.8,84.4,28.59,2461,47,9503,6.7,2.3,Low,5.62,6.28
43,Female,168.3,62.6,22.11,2236,24,12787,7.4,3.4,High,5.86,6.19
47,Male,176.3,74.0,23.8,2174,30,10189,6.6,4.0,High,5.21,6.01
39,Female,158.4,65.5,26.12,2865,51,8452,5.1,3.8,Moderate,4.76,5.13
25,Female,172.1,79.8,26.92,2420,43,13675,9.6,1.2,Moderate,5.09,5.79
61,Male,175.4,83.6,27.17,1863,78,2140,7.9,1.8,High,7.43,8.54
55,Female,148.9,71.9,32.43,1835,32,4107,8.1,3.2,Low,5.68,6.51
65,Male,178.1,51.8,16.34,3056,33,6374,6.7,3.8,Moderate,3.12,3.26
59,Female,161.2,116.4,44.81,1940,0,12967,8.4,1.7,Low,4.31,4.94
31,Other,169.1,82.3,28.79,2436,63,11299,5.4,2.8,Low,5.38,6.31
30,Female,163.8,86.2,32.12,2975,60,1992,6.7,1.6,Moderate,4.1,4.17
29,Male,175.6,70.4,22.82,2571,72,6472,7.9,2.8,Low,4.71,5.9
62,Female,158.7,49.9,19.8,1921,73,3366,6.2,2.0,Low,4.7,5.35
44,Male,185.3,76.5,22.27,1792,67,7858,8.1,2.8,Low,6.75,7.55
39,Female,158.5,72.2,28.73,3234,68,11156,7.4,1.5,High,6.42,6.9
64,Male,178.6,90.8,28.44,1779,62,11414,7.3,1.1,Low,8.0,8.61
46,Female,154.9,94.3,39.31,2023,66,8938,6.1,5.4,Moderate,8.09,8.38
61,Female,173.0,91.8,30.66,2486,0,6512,7.5,2.7,Low,3.85,5.0
65,Male,175.7,95.8,31.05,2190,14,7666,9.3,4.5,High,5.56,6.79
21,Male,182.8,110.5,33.07,2586,9,10391,7.2,4.0,Low,4.62,5.97
35,Female,160.9,85.0,32.85,1566,80,16215,7.7,1.1,Moderate,8.5,8.5
53,Male,146.4,97.8,45.6,2194,23,3852,7.8,2.9,Moderate,5.43,6.14
57,Male,181.0,86.9,26.53,2638,27,13560,5.6,1.4,Moderate,4.21,4.96
25,Male,181.5,45.0,13.67,2640,45,8854,6.8,2.3,High,5.34,5.69
33,Male,171.6,75.2,25.55,2013,10,10870,6.8,0.9,Low,4.43,5.16
44,Female,167.0,62.4,22.36,1789,55,8648,4.5,1.2,Low,6.14,6.24
56,Female,153.3,82.2,34.95,2406,0,12914,7.9,1.8,Moderate,4.82,5.94
23,Male,168.5,63.8,22.45,1643,12,9153,5.9,2.1,Moderate,4.19,4.25
46,Male,184.2,88.9,26.21,2942,50,5729,7.8,2.6,High,5.35,6.04
32,Male,163.9,95.7,35.63,2378,10,9575,6.1,1.7,Low,3.82,4.7
28,Male,173.5,99.7,33.09,1951,81,11943,9.5,2.7,High,7.97,8.36
42,Female,171.1,107.1,36.6,1772,46,8000,6.7,3.6,Low,6.0,7.08
37,Male,167.4,47.8,17.07,1983,76,1000,9.3,2.8,Low,5.3,5.3
48,Female,156.0,56.4,23.19,1519,55,7597,6.8,2.5,Moderate,6.29,6.88
33,Female,176.8,130.7,41.83,2547,44,8343,6.9,2.9,Moderate,4.76,4.77
57,Female,151.3,96.2,42.0,1898,17,7842,8.9,1.3,Low,4.84,5.16
21,Female,152.0,82.0,35.5,2499,71,6265,5.9,3.5,High,5.9,6.33
59,Male,160.4,78.6,30.53,2568,57,12630,7.1,1.5,Low,6.3,6.7
19,Male,163.3,77.0,28.86,2782,103,1000,7.6,4.0,High,6.52,7.56
53,Male,175.3,45.0,14.64,2425,68,8328,7.5,3.3,Low,5.48,5.67
34,Female,169.0,64.1,22.44,2862,33,8377,7.1,3.1,Low,3.34,3.4
36,Female,148.0,76.0,34.68,2993,53,15331,6.9,3.1,High,6.11,6.56
18,Male,189.2,65.1,18.18,2429,56,7949,8.0,2.6,Low,4.21,4.85
51,Male,174.8,67.5,22.07,2459,77,9559,7.2,1.9,Moderate,7.34,8.11
25,Male,178.3,124.1,39.01,2021,82,8437,8.2,1.8,High,7.91,8.92
49,Female,151.2,73.5,32.15,1806,40,8330,7.5,4.2,Low,7.16,7.16
52,Female,153.1,83.0,35.43,2941,10,14170,7.8,2.7,Moderate,4.46,5.65
58,Female,165.6,82.4,30.04,2602,0,4109,8.4,1.6,Moderate,3.71,4.02
51,Female,169.4,88.6,30.87,2643,13,5664,6.6,3.1,Low,4.0,4.51
32,Male,169.2,69.4,24.26,2004,28,10639,8.3,2.9,Low,5.24,5.85
53,Female,166.0,100.4,36.46,3111,87,8898,6.8,2.3,Low,5.92,5.92
57,Female,165.8,86.0,31.29,2185,87,7008,5.3,1.8,Moderate,6.31,6.76
33,Male,180.4,54.8,16.85,1899,71,7753,6.6,3.3,Moderate,6.04,6.98
23,Female,154.3,76.1,31.93,2013,79,11198,6.1,3.5,Moderate,8.03,8.85
60,Male,167.1,74.9,26.83,3085,25,9697,7.5,2.9,Moderate,4.68,5.11
25,Female,166.3,74.1,26.79,1744,2,5504,6.7,2.7,Moderate,4.5,5.17
46,Female,168.3,87.2,30.79,1924,16,8832,7.2,1.9,High,5.7,6.46
29,Female,164.2,89.4,33.17,3749,0,7825,8.2,3.0,Moderate,2.64,3.15
24,Female,153.8,87.3,36.9,2770,13,9646,8.8,2.0,High,5.31,6.08
55,Male,178.1,84.1,26.52,1933,30,6876,7.4,1.5,Moderate,5.14,5.46
24,Female,162.0,79.5,30.31,1759,49,3770,8.3,3.6,High,7.35,7.62
50,Female,158.6,45.0,17.89,1463,48,10353,6.8,1.7,High,7.47,7.96
51,Female,159.9,92.0,35.97,2348,25,9920,5.1,0.9,Moderate,4.51,4.51
20,Female,157.2,86.8,35.14,2664,60,12953,5.6,3.8,Moderate,6.33,7.17
26,Male,178.0,60.3,19.03,3059,26,3393,6.8,1.0,Low,2.46,3.09
56,Female,152.1,83.1,35.91,1353,45,7753,8.0,2.2,Moderate,7.47,7.99
42,Female,155.0,89.7,37.3,1637,13,7193,6.8,1.6,Moderate,5.02,5.9
23,Male,179.3,99.1,30.81,2240,75,6613,8.4,1.9,Moderate,6.75,7.49
65,Female,173.3,87.2,29.03,3693,45,2606,9.2,4.6,Low,3.18,4.15
30,Female,169.4,83.8,29.21,2742,64,4268,5.9,2.5,High,5.27,6.42
18,Female,150.5,95.0,41.95,2486,10,8946,9.5,2.9,Low,3.92,4.63
62,Female,171.5,72.5,24.66,1687,49,6250,5.0,3.3,High,6.39,6.74
18,Male,185.6,85.4,24.79,1240,61,5107,9.2,2.0,High,7.0,7.86
44,Other,173.0,66.8,22.33,2319,0,13006,7.0,3.6,Low,2.04,2.39
65,Male,177.1,98.0,31.24,2250,77,16308,6.7,2.9,Moderate,6.66,6.99
45,Female,161.5,49.0,18.8,2166,10,7802,7.0,3.3,Moderate,3.73,4.23
46,Male,164.8,92.7,34.13,2109,50,2742,6.0,1.9,High,6.62,7.62
36,Female,173.1,78.3,26.13,1925,95,9387,8.8,3.0,High,7.87,8.73
24,Female,155.9,95.4,39.24,1811,71,1000,6.2,2.6,Moderate,6.79,7.7
45,Female,174.3,64.0,21.06,2994,3,3274,6.3,3.6,High,2.93,3.57
61,Female,146.4,79.6,37.15,1856,40,9447,5.3,2.1,Low,5.95,6.74
22,Male,162.5,79.1,29.95,2161,79,3156,6.1,4.4,Low,6.01,6.82
60,Female,159.1,85.8,33.91,2280,22,6963,6.2,2.9,Moderate,5.11,5.47
37,Female,170.1,59.1,20.45,2653,34,2807,6.1,2.5,High,4.51,5.32
43,Male,183.5,89.5,26.58,1874,34,8196,6.8,2.4,Low,4.38,4.98
25,Female,168.7,45.0,15.82,2789,60,11931,5.7,2.6,Moderate,5.75,6.21
47,Female,152.5,66.0,28.35,2010,1,5855,8.9,2.0,Low,3.31,3.79
26,Female,168.0,49.9,17.66,2219,62,7932,6.8,3.2,Low,4.36,4.77
31,Female,165.6,92.9,33.89,3121,27,5144,7.4,2.6,High,4.91,5.42
52,Male,174.1,85.2,28.12,1815,44,5389,8.0,4.3,Moderate,7.56,8.16
20,Female,147.5,86.2,39.61,2660,38,5090,9.4,2.2,Moderate,4.33,5.17
39,Male,167.1,104.5,37.43,2802,61,10750,8.1,2.5,Moderate,6.88,8.01
46,Male,170.3,72.3,24.94,2454,44,3052,6.7,2.2,Moderate,3.7,4.5
24,Male,172.6,89.0,29.87,2241,85,6838,5.7,4.3,Low,5.7,6.34
32,Male,180.4,79.2,24.32,3362,72,9434,7.4,1.3,Moderate,5.44,5.44
34,Male,178.1,76.4,24.1,2293,22,11184,8.3,2.7,High,5.39,6.83
49,Female,161.4,101.5,38.96,2402,83,9542,7.2,2.9,Low,6.67,7.02
64,Male,179.4,115.5,35.88,2131,53,7745,7.1,1.6,Low,6.41,6.77
58,Male,177.4,70.2,22.32,2375,49,6008,7.3,5.0,Moderate,5.39,6.43
27,Male,171.6,93.0,31.6,2782,68,11238,4.8,1.8,Moderate,5.51,5.73
18,Female,159.7,83.7,32.86,2162,15,4964,7.2,2.6,Low,4.71,5.44
20,Male,169.4,84.0,29.24,1245,6,5017,7.9,4.1,Moderate,6.38,6.82
46,Male,168.4,82.4,29.07,2556,45,12733,6.9,2.3,High,6.07,6.58
25,Female,154.1,72.0,30.32,1760,28,9260,8.3,2.7,Low,5.47,6.09
29,Male,165.9,45.0,16.34,2670,103,9384,8.4,2.3,Low,5.97,6.16
58,Female,152.7,105.6,45.31,2299,23,10094,6.4,2.6,Moderate,5.09,5.65
59,Male,176.9,65.5,20.92,2771,46,7668,7.5,3.6,Moderate,5.02,5.98
58,Male,171.0,73.7,25.19,1825,50,2968,7.1,2.2,Low,6.23,6.8
30,Male,177.2,74.0,23.58,2032,79,8879,4.6,0.8,Moderate,7.33,9.16
47,Female,173.5,63.9,21.22,2129,17,7936,6.8,2.6,Moderate,4.18,4.81
47,Male,176.3,82.3,26.5,1558,0,4993,5.8,2.7,Moderate,4.1,4.28
26,Female,163.5,77.2,28.9,2855,84,4188,7.2,2.8,Moderate,5.9,6.32
44,Male,173.0,65.1,21.74,1487,47,7837,7.8,2.4,Low,6.18,6.18
43,Female,157.8,80.7,32.39,2848,67,3247,6.7,1.8,Low,4.15,5.13
37,Male,170.7,77.4,26.57,2512,68,7498,5.9,2.4,High,4.91,6.07
54,Male,184.2,94.7,27.9,2200,73,7075,7.3,4.2,Moderate,6.97,7.87
50,Male,176.1,53.9,17.38,2472,34,7582,9.9,2.6,Moderate,4.78,5.09
43,Female,163.4,63.5,23.77,2458,26,9409,4.4,3.2,Moderate,4.25,4.55
52,Male,192.9,91.1,24.46,2099,0,10176,7.3,1.7,Moderate,4.41,5.27
54,Other,164.0,66.5,24.73,2449,17,5509,6.3,2.3,High,4.59,5.01
45,Female,157.4,61.7,24.92,2665,46,11044,6.5,1.7,Moderate,5.37,5.67
30,Other,165.7,67.4,24.54,1827,25,7232,6.9,3.8,Low,4.93,5.19
54,Male,165.7,76.2,27.74,2473,13,14136,6.6,1.2,Low,3.2,4.46
52,Female,154.3,76.3,32.02,1100,46,5951,7.7,2.9,Low,7.48,7.92
65,Female,167.2,74.2,26.56,1335,82,2360,6.7,2.9,Low,5.86,6.75
25,Female,143.0,59.5,29.1,2582,43,10917,4.4,2.8,Moderate,4.53,5.33
38,Other,170.9,91.9,31.47,2091,13,9489,8.5,0.8,Low,4.37,4.67
62,Female,172.0,101.9,34.44,1873,80,12205,8.4,0.8,Moderate,7.9,8.51
42,Female,162.1,45.0,17.14,2273,23,9083,6.3,2.7,Moderate,4.0,4.24
63,Female,168.3,50.0,17.67,2102,86,16190,7.1,1.8,Low,7.27,8.38
18,Male,175.9,96.1,31.04,1805,37,7338,8.5,2.0,Low,6.29,6.57
19,Female,150.8,106.3,46.73,1480,47,11662,8.2,2.2,Low,7.92,8.65
56,Female,172.1,45.0,15.2,1315,88,6160,8.6,1.7,Moderate,7.22,7.65
35,Female,162.7,92.7,35.01,2669,7,9721,7.4,1.5,Moderate,4.67,4.95
42,Female,162.7,107.5,40.59,2088,15,10373,7.9,2.6,Moderate,5.48,6.46
38,Male,182.6,62.5,18.75,2784,35,10913,8.7,0.9,Low,3.57,3.99
37,Male,191.8,106.4,28.92,2083,41,10717,6.6,2.1,High,6.68,6.68
63,Male,175.4,74.8,24.3,2477,118,1000,7.5,2.0,Moderate,5.47,6.22
22,Female,170.3,83.7,28.84,2237,20,7759,4.4,2.6,Moderate,4.26,4.61
55,Male,176.0,65.1,20.99,2322,8,5987,5.1,4.7,Moderate,4.06,4.72
60,Female,165.4,96.0,35.1,2346,18,6677,7.6,1.7,Low,4.27,5.17
49,Female,157.6,93.0,37.47,2077,51,7008,7.8,3.0,Moderate,7.46,8.19
36,Female,144.3,109.0,52.39,1685,58,11421,6.5,2.8,Moderate,7.56,8.47
25,Male,170.6,103.9,35.69,2683,25,8709,6.3,3.1,Low,4.1,4.24
50,Female,172.9,77.8,26.04,3096,45,6223,6.6,2.4,Low,3.13,4.15
40,Male,174.2,134.0,44.17,3129,99,2861,7.2,3.9,Moderate,5.75,6.24
25,Female,159.4,102.3,40.27,2023,45,13365,4.2,3.2,Moderate,7.22,7.32
35,Male,176.8,87.7,28.06,1933,53,5734,7.6,3.2,High,7.07,7.07
64,Male,175.9,60.1,19.41,2022,97,7542,7.0,1.3,Moderate,6.27,6.76
30,Male,181.7,50.5,15.29,2212,25,15486,7.3,2.7,High,5.3,5.62
26,Female,159.2,52.0,20.52,2273,23,5829,6.9,2.1,Low,3.67,4.0
50,Male,173.1,61.2,20.42,1801,31,7035,5.3,1.8,Moderate,4.94,5.66
27,Female,157.6,102.8,41.38,1560,30,8812,5.7,2.0,Low,5.09,6.29
62,Female,158.0,86.8,34.76,2324,0,2379,8.8,2.5,High,3.72,4.01
59,Female,164.9,67.0,24.63,1100,48,1973,6.2,3.0,Moderate,6.61,7.24
65,Male,177.9,75.6,23.88,2249,51,6314,8.0,3.5,Moderate,5.64,6.04
61,Male,176.4,73.4,23.57,1827,39,6435,5.7,3.4,Low,5.4,5.65
29,Male,173.3,92.4,30.78,2690,51,8469,7.0,2.9,Moderate,4.81,5.05
28,Male,182.0,62.2,18.78,2823,52,4577,6.5,2.7,Moderate,3.82,5.0
34,Female,154.5,84.3,35.31,2835,8,9518,6.7,2.3,Low,3.27,3.87
40,Male,193.8,83.4,22.2,2126,53,1000,6.6,2.4,Moderate,4.45,4.98
60,Male,180.1,62.7,19.34,1732,60,7753,8.7,1.9,Moderate,6.57,6.93
53,Male,165.0,106.6,39.16,1892,0,9260,9.3,2.2,Moderate,4.63,5.25
48,Female,166.8,72.7,26.12,2443,85,9149,7.3,2.9,Moderate,7.41,7.79
60,Male,180.2,60.1,18.52,1477,10,7430,6.5,4.0,Moderate,5.15,6.42
49,Female,178.9,93.4,29.18,2996,13,5688,5.4,2.5,Low,3.11,3.8
36,Male,162.0,79.0,30.08,2134,50,7328,5.3,1.9,Moderate,5.69,6.34
37,Other,165.7,85.4,31.09,2550,59,12318,8.7,3.5,High,7.2,7.84
42,Female,167.4,56.7,20.24,1409,66,5901,5.2,0.8,Low,5.54,6.6
22,Male,160.0,92.6,36.2,1837,60,11423,6.5,3.5,High,7.77,8.37
53,Male,162.4,117.1,44.4,1347,30,11980,7.2,1.3,High,6.85,7.28
49,Male,178.3,55.3,17.39,2810,48,1924,4.0,3.2,Low,3.04,3.7
53,Male,172.2,84.4,28.45,2219,36,7551,5.5,2.2,Low,4.0,4.88
43,Male,168.4,63.9,22.51,2585,49,4577,5.4,2.9,Moderate,4.62,5.64
55,Female,165.9,126.4,45.91,2331,46,2743,6.2,4.5,High,5.88,6.55
63,Female,170.6,100.3,34.45,2534,30,10772,7.3,1.8,Low,4.96,5.64
45,Male,177.9,83.1,26.26,2131,35,9656,8.2,1.7,High,6.8,7.74
39,Female,158.4,55.9,22.28,2198,0,8922,6.2,2.7,Low,2.87,2.87
23,Male,169.7,60.3,20.92,2254,68,4200,6.4,4.0,Moderate,4.7,5.34
55,Other,176.8,91.4,29.26,2502,53,8736,6.9,2.8,High,6.94,7.34
61,Male,171.9,53.5,18.09,2516,0,3413,6.0,2.6,Low,1.87,2.49
51,Female,186.1,54.0,15.61,3705,67,8270,7.5,2.8,Moderate,3.46,4.19
59,Female,164.9,78.2,28.73,3140,43,5684,7.5,1.7,Low,4.22,5.26
59,Male,176.9,80.4,25.68,1410,18,11677,4.0,2.8,Moderate,5.6,5.71
56,Male,174.6,84.8,27.82,2228,16,6728,7.8,2.2,High,5.44,5.79
42,Male,169.9,70.1,24.29,2097,25,8809,7.2,3.8,Low,5.37,5.66
22,Female,155.4,94.6,39.15,2940,18,8816,7.3,3.3,Moderate,4.92,5.31
18,Female,165.3,62.5,22.88,2142,22,7734,8.4,1.4,High,5.12,5.24
27,Female,165.2,89.3,32.73,2532,92,8368,4.9,2.3,High,5.89,7.24
38,Female,158.8,81.9,32.48,1131,55,9063,5.5,3.1,High,8.5,9.4
53,Female,175.9,88.8,28.71,1543,102,4862,6.9,1.7,High,7.62,7.95
39,Male,179.6,99.3,30.76,3346,51,9410,4.2,1.6,Low,4.89,5.5
19,Female,161.2,69.8,26.87,2325,61,11023,6.7,2.2,Moderate,6.36,6.81
28,Female,166.5,66.1,23.85,1800,20,9390,8.0,2.9,Moderate,5.07,5.72
65,Male,174.4,47.6,15.65,2421,40,6760,7.5,3.5,Moderate,5.0,5.33
65,Female,170.9,45.0,15.4,1773,42,8610,7.1,2.8,Moderate,6.09,6.16
36,Male,184.4,74.8,22.01,2158,62,6726,6.7,4.8,Low,5.88,6.28
56,Male,166.8,76.1,27.33,1573,43,7584,6.5,2.0,High,6.49,7.57
52,Female,157.3,58.5,23.61,1905,54,3843,6.4,3.3,Moderate,6.01,6.09
62,Male,183.5,62.3,18.5,2091,53,12830,7.3,1.6,Moderate,6.95,7.93
60,Male,176.5,105.4,33.85,2860,36,14774,5.1,4.0,Moderate,4.17,4.96
48,Male,171.0,93.8,32.05,2532,33,5536,8.8,3.8,Moderate,5.2,5.66
36,Female,150.3,55.3,24.47,2619,26,10751,6.1,3.2,Moderate,4.12,4.98
48,Female,155.6,70.0,28.91,2287,75,13102,7.7,1.0,Moderate,7.27,7.95
33,Male,190.6,85.3,23.48,2711,36,4648,7.1,3.2,High,5.34,5.34
34,Male,176.5,66.7,21.43,1863,54,1000,5.6,1.9,High,5.4,5.86
47,Male,169.3,63.4,22.13,1933,40,13308,8.6,3.0,High,6.99,7.46
45,Female,169.4,71.9,25.05,2503,74,7963,8.3,1.3,Moderate,5.9,7.01
45,Male,166.4,97.6,35.25,2160,0,6181,5.1,2.8,High,4.51,4.97
36,Female,159.0,99.3,39.27,2293,53,8165,6.9,2.3,Low,4.81,5.33
37,Female,154.5,64.8,27.14,2217,9,6708,7.2,1.9,Moderate,4.88,5.08
18,Male,162.7,86.3,32.6,2926,55,18358,4.5,3.1,Low,5.44,6.02
46,Female,158.6,77.9,30.98,2952,40,6142,4.5,2.6,Moderate,4.85,5.03
45,Female,157.2,59.9,24.21,1986,3,9145,6.0,2.4,High,5.0,5.98
62,Female,156.8,72.7,29.54,1420,54,12522,5.4,3.3,Moderate,8.23,8.68
42,Male,166.1,55.2,20.02,1944,51,12505,5.7,4.3,Moderate,6.88,7.06
40,Female,160.0,98.9,38.64,1851,38,11835,5.4,2.8,Moderate,6.48,7.51
21,Female,175.1,105.9,34.55,2715,42,6510,6.9,1.0,Low,4.12,4.26
27,Female,159.2,70.6,27.85,2760,49,7467,5.9,1.2,High,4.9,5.59
34,Other,171.6,66.3,22.52,1784,77,1000,8.3,2.7,Low,6.03,6.11
36,Male,175.1,97.0,31.64,1922,36,7739,7.2,3.5,Low,7.18,7.88
35,Female,157.9,99.9,40.08,1560,73,8114,8.0,2.7,Low,7.2,8.18
36,Female,150.1,57.9,25.73,2367,43,10596,5.0,3.1,High,5.7,6.07
54,Male,189.0,75.3,21.09,2277,81,14284,6.2,2.5,Moderate,5.38,5.57
24,Male,185.6,76.9,22.34,2694,38,10489,7.2,3.5,Moderate,4.83,5.03
33,Male,156.8,64.1,26.09,2548,26,11747,7.5,3.2,Moderate,4.99,5.57
25,Female,169.5,84.9,29.56,2605,14,7938,6.2,1.7,Low,3.64,4.91
32,Male,174.0,65.4,21.59,1528,44,12495,6.4,3.0,Low,5.63,6.6
50,Female,158.2,68.3,27.3,1986,22,8038,6.5,1.2,Low,4.71,5.72
20,Male,160.2,76.2,29.69,2774,84,11992,6.6,3.0,Moderate,6.12,6.34
34,Male,160.1,51.2,19.99,2030,20,10815,9.6,2.3,Low,3.53,4.51
19,Female,169.5,45.0,15.66,1486,25,9374,7.4,2.7,Moderate,5.48,6.43
63,Male,169.5,94.5,32.89,2703,61,2607,7.0,2.9,Moderate,5.47,6.18
52,Female,161.7,64.7,24.74,2011,78,11826,5.5,2.9,Moderate,7.53,7.91
29,Male,165.2,116.4,42.68,2831,65,9323,5.5,3.9,High,6.77,7.71
27,Female,165.2,113.5,41.58,2290,74,10459,6.7,2.6,Low,5.82,6.18
22,Male,167.4,68.9,24.58,2161,42,9097,8.4,2.8,Moderate,6.09,6.92
40,Other,175.9,120.1,38.8,2981,43,9700,6.8,3.8,Low,3.83,4.3
54,Female,156.2,94.9,38.88,1648,101,12552,6.8,4.3,High,8.5,8.76
46,Male,160.0,66.4,25.92,3017,92,6341,6.1,2.6,High,5.4,5.85
60,Male,185.4,45.0,13.09,1980,64,9636,4.9,2.1,Low,6.31,7.6
34,Male,177.2,90.4,28.79,2381,75,5278,7.5,2.2,Low,5.7,5.89
